n,cum_gain_revenue,profit,profit_per_contact
1094,1381.4933949595577,359.7480184878673,0.3288373112320542
1095,1381.4933949595577,359.6980184878673,0.3284913410848103
1096,1381.4933949595577,359.64801848786726,0.3281460022699519
1097,1381.4933949595577,359.59801848786725,0.3278012930609546
1098,1381.4933949595577,359.54801848786724,0.327457211737584
1099,1381.4933949595577,359.4980184878673,0.3271137565858665
1100,1381.4933949595577,359.4480184878673,0.32677092589806117
1101,1381.4933949595577,359.39801848786726,0.32642871797263145
1102,1381.4933949595577,359.34801848786725,0.3260871311142171
1103,1381.4933949595577,359.29801848786724,0.3257461636336058
1104,1381.4933949595577,359.2480184878673,0.3254058138477059
1105,1381.4933949595577,359.1980184878673,0.32506608007951787
1106,1381.4933949595577,359.14801848786726,0.32472696065810785
1107,1381.4933949595577,359.09801848786725,0.3243884539185793
1108,1381.4933949595577,359.04801848786724,0.32405055820204626
1109,1381.4933949595577,358.9980184878673,0.3237132718556062
1110,1381.4933949595577,358.9480184878673,0.3233765932323129
1111,1381.4933949595577,358.89801848786726,0.32304052069114964
1112,1381.4933949595577,358.84801848786725,0.32270505259700294
1113,1381.4933949595577,358.79801848786724,0.32237018732063544
1114,1381.4933949595577,358.7480184878673,0.32203592323866004
1115,1381.4933949595577,358.6980184878673,0.32170225873351327
1116,1381.4933949595577,358.64801848786726,0.32136919219342946
1117,1381.4933949595577,358.59801848786725,0.32103672201241473
1118,1381.4933949595577,358.54801848786724,0.32070484659022114
1119,1381.4933949595577,358.4980184878673,0.32037356433232106
1120,1381.4933949595577,358.4480184878673,0.3200428736498815
1121,1381.4933949595577,358.39801848786726,0.3197127729597389
1122,1381.4933949595577,358.34801848786725,0.31938326068437367
1123,1381.4933949595577,358.29801848786724,0.31905433525188537
1124,1381.4933949595577,358.2480184878673,0.31872599509596733
1125,1381.4933949595577,358.1980184878673,0.318398238655882
1126,1381.4933949595577,358.14801848786726,0.3180710643764363
1127,1381.4933949595577,358.09801848786725,0.31774447070795675
1128,1381.4933949595577,358.04801848786724,0.3174184561062653
1129,1381.4933949595577,357.9980184878673,0.3170930190326548
1130,1381.4933949595577,357.9480184878673,0.31676815795386487
1131,1381.4933949595577,357.89801848786726,0.3164438713420577
1132,1381.4933949595577,357.84801848786725,0.3161201576747944
1133,1381.4933949595577,357.79801848786724,0.3157970154350108
1134,1381.4933949595577,357.7480184878673,0.3154744431109941
1135,1381.4933949595577,357.6980184878673,0.3151524391963588
1136,1381.4933949595577,357.64801848786726,0.314831002190024
1137,1381.4933949595577,357.59801848786725,0.3145101305961893
1138,1381.4933949595577,357.54801848786724,0.31418982292431213
1139,1381.4933949595577,357.4980184878673,0.31387007768908454
1140,1381.4933949595577,357.4480184878673,0.31355089341040987
1141,1381.4933949595577,357.39801848786726,0.3132322686133806
1142,1381.4933949595577,357.34801848786725,0.312914201828255
1143,1381.4933949595577,357.29801848786724,0.312596691590435
1144,1381.4933949595577,357.2480184878673,0.31227973644044343
1145,1381.4933949595577,357.1980184878673,0.31196333492390155
1146,1381.4933949595577,357.14801848786726,0.31164748559150723
1147,1381.4933949595577,357.09801848786725,0.31133218699901244
1148,1381.4933949595577,357.04801848786724,0.3110174377072014
1149,1381.4933949595577,356.9980184878673,0.31070323628186886
1150,1381.4933949595577,356.9480184878673,0.3103895812937976
1151,1381.4933949595577,356.89801848786726,0.31007647131873783
1152,1381.4933949595577,356.84801848786725,0.30976390493738476
1153,1381.4933949595577,356.79801848786724,0.3094518807353575
1154,1381.4933949595577,356.7480184878673,0.3091403973031779
1155,1381.4933949595577,356.6980184878673,0.3088294532362487
1156,1381.4933949595577,356.64801848786726,0.30851904713483325
1157,1381.4933949595577,356.59801848786725,0.30820917760403393
1158,1381.4933949595577,356.54801848786724,0.30789984325377134
1159,1381.4933949595577,356.4980184878673,0.30759104269876386
1160,1381.4933949595577,356.4480184878673,0.3072827745585063
1161,1381.4933949595577,356.39801848786726,0.30697503745725
1162,1381.4933949595577,356.34801848786725,0.3066678300239821
1163,1381.4933949595577,356.29801848786724,0.3063611508924052
1164,1381.4933949595577,356.2480184878673,0.3060549987009169
1165,1381.4933949595577,356.1980184878673,0.30574937209258995
1166,1381.4933949595577,356.14801848786726,0.30544426971515204
1167,1381.4933949595577,356.09801848786725,0.30513969022096593
1168,1381.4933949595577,356.04801848786724,0.3048356322670096
1169,1381.4933949595577,355.9980184878673,0.3045320945148565
1170,1381.4933949595577,355.9480184878673,0.30422907563065577
1171,1381.4933949595577,355.89801848786726,0.30392657428511294
1172,1381.4933949595577,355.84801848786725,0.30362458915347035
1173,1381.4933949595577,355.79801848786724,0.30332311891548785
1174,1381.4933949595577,355.7480184878673,0.30302216225542355
1175,1381.4933949595577,355.6980184878673,0.3027217178620147
1176,1381.4933949595577,355.64801848786726,0.3024217844284586
1177,1381.4933949595577,355.59801848786725,0.30212236065239356
1178,1381.4933949595577,355.54801848786724,0.3018234452358805
1179,1381.4933949595577,355.4980184878673,0.3015250368853836
1180,1381.4933949595577,355.4480184878673,0.3012271343117519
1181,1381.4933949595577,355.39801848786726,0.3009297362302009
1182,1381.4933949595577,355.34801848786725,0.3006328413602938
1183,1381.4933949595577,355.29801848786724,0.3003364484259233
1184,1381.4933949595577,355.2480184878673,0.3000405561552933
1185,1381.4933949595577,355.1980184878673,0.2997451632809007
1186,1381.4933949595577,355.14801848786726,0.29945026853951706
1187,1381.4933949595577,355.09801848786725,0.29915587067217125
1188,1381.4933949595577,355.04801848786724,0.29886196842413065
1189,1381.4933949595577,354.9980184878673,0.2985685605448842
1190,1381.4933949595577,354.9480184878673,0.29827564578812377
1191,1381.4933949595577,354.89801848786726,0.29798322291172735
1192,1381.4933949595577,354.84801848786725,0.29769129067774097
1193,1381.4933949595577,354.79801848786724,0.29739984785236145
1194,1381.4933949595577,354.7480184878673,0.297108893205919
1195,1381.4933949595577,354.6980184878673,0.29681842551285964
1196,1381.4933949595577,354.64801848786726,0.29652844355172847
1197,1381.4933949595577,354.59801848786725,0.2962389461051523
1198,1381.4933949595577,354.54801848786724,0.2959499319598224
1199,1381.4933949595577,354.4980184878673,0.29566139990647816
1200,1381.4933949595577,354.4480184878673,0.2953733487398894
1201,1381.4933949595577,354.39801848786726,0.29508577725884033
1202,1381.4933949595577,354.34801848786725,0.2947986842661125
1203,1381.4933949595577,354.29801848786724,0.2945120685684682
1204,1381.4933949595577,354.2480184878673,0.29422592897663397
1205,1381.4933949595577,354.1980184878673,0.293940264305284
1206,1381.4933949595577,354.14801848786726,0.29365507337302427
1207,1381.4933949595577,354.09801848786725,0.2933703550023755
1208,1381.4933949595577,354.04801848786724,0.29308610801975765
1209,1381.4933949595577,353.9980184878673,0.29280233125547334
1210,1381.4933949595577,353.9480184878673,0.29251902354369197
1211,1381.4933949595577,353.89801848786726,0.29223618372243376
1212,1381.4933949595577,353.84801848786725,0.29195381063355386
1213,1381.4933949595577,353.79801848786724,0.2916719031227265
1214,1381.4933949595577,353.7480184878673,0.29139046003942937
1215,1381.4933949595577,353.6980184878673,0.2911094802369278
1216,1381.4933949595577,353.64801848786726,0.29082896257225926
1217,1381.4933949595577,353.59801848786725,0.29054890590621796
1218,1381.4933949595577,353.54801848786724,0.29026930910333926
1219,1381.4933949595577,353.4980184878673,0.28999017103188457
1220,1381.4933949595577,353.4480184878673,0.2897114905638256
1221,1381.4933949595577,353.39801848786726,0.2894332665748299
1222,1381.4933949595577,353.34801848786725,0.2891554979442449
1223,1381.4933949595577,353.29801848786724,0.2888781835550836
1224,1381.4933949595577,353.2480184878673,0.2886013222940092
1225,1381.4933949595577,353.1980184878673,0.28832491305132024
1226,1381.4933949595577,353.14801848786726,0.2880489547209358
1227,1381.4933949595577,353.09801848786725,0.2877734462003808
1228,1381.4933949595577,353.04801848786724,0.28749838639077135
1229,1381.4933949595577,352.9980184878673,0.28722377419680006
1230,1381.4933949595577,352.9480184878673,0.28694960852672136
1231,1381.4933949595577,352.89801848786726,0.2866758882923373
1232,1381.4933949595577,352.84801848786725,0.2864026124089832
1233,1381.4933949595577,352.79801848786724,0.28612977979551274
1234,1381.4933949595577,352.7480184878673,0.2858573893742847
1235,1381.4933949595577,352.6980184878673,0.2855854400711476
1236,1381.4933949595577,352.64801848786726,0.2853139308154266
1237,1381.4933949595577,352.59801848786725,0.28504286053990885
1238,1381.4933949595577,352.54801848786724,0.28477222818082976
1239,1381.4933949595577,352.4980184878673,0.284502032677859
1240,1381.4933949595577,352.4480184878673,0.2842322729740865
1241,1381.4933949595577,352.39801848786726,0.2839629480160091
1242,1381.4933949595577,352.34801848786725,0.2836940567535163
1243,1381.4933949595577,352.29801848786724,0.2834255981398771
1244,1381.4933949595577,352.2480184878673,0.2831575711317261
1245,1381.4933949595577,352.1980184878673,0.28288997468905
1246,1381.4933949595577,352.14801848786726,0.28262280777517435
1247,1381.4933949595577,352.09801848786725,0.28235606935675
1248,1381.4933949595577,352.04801848786724,0.2820897584037398
1249,1381.4933949595577,351.9980184878673,0.28182387388940533
1250,1381.4933949595577,351.9480184878673,0.2815584147902938
1251,1381.4933949595577,351.89801848786726,0.28129338008622484
1252,1381.4933949595577,351.84801848786725,0.2810287687602774
1253,1381.4933949595577,351.79801848786724,0.2807645797987767
1254,1381.4933949595577,351.7480184878673,0.2805008121912817
1255,1381.4933949595577,351.6980184878673,0.28023746493057156
1256,1381.4933949595577,351.64801848786726,0.2799745370126332
1257,1381.4933949595577,351.59801848786725,0.2797120274366486
1258,1381.4933949595577,351.54801848786724,0.2794499352049819
1259,1381.4933949595577,351.4980184878673,0.27918825932316704
1260,1381.4933949595577,351.4480184878673,0.2789269987998947
1261,1381.4933949595577,351.39801848786726,0.27866615264700023
1262,1381.4933949595577,351.34801848786725,0.27840571987945106
1263,1381.4933949595577,351.29801848786724,0.2781456995153343
1264,1381.4933949595577,351.2480184878673,0.27788609057584435
1265,1381.4933949595577,351.1980184878673,0.2776268920852706
1266,1381.4933949595577,351.14801848786726,0.2773681030709852
1267,1381.4933949595577,351.09801848786725,0.27710972256343114
1268,1381.4933949595577,351.04801848786724,0.2768517495961098
1269,1381.4933949595577,350.9980184878673,0.27659418320556917
1270,1381.4933949595577,350.9480184878673,0.2763370224313916
1271,1381.4933949595577,350.89801848786726,0.27608026631618193
1272,1381.4933949595577,350.84801848786725,0.275823913905556
1273,1381.4933949595577,350.79801848786724,0.27556796424812824
1274,1381.4933949595577,350.7480184878673,0.27531241639550025
1275,1381.4933949595577,350.6980184878673,0.27505726940224884
1276,1381.4933949595577,350.64801848786726,0.2748025223259148
1277,1381.4933949595577,350.59801848786725,0.2745481742269908
1278,1381.4933949595577,350.54801848786724,0.2742942241689102
1279,1381.4933949595577,350.4980184878673,0.2740406712180354
1280,1381.4933949595577,350.4480184878673,0.2737875144436463
1281,1381.4933949595577,350.39801848786726,0.27353475291792917
1282,1381.4933949595577,350.34801848786725,0.2732823857159651
1283,1381.4933949595577,350.29801848786724,0.2730304119157188
1284,1381.4933949595577,350.2480184878673,0.2727788305980275
1285,1381.4933949595577,350.1980184878673,0.2725276408465893
1286,1381.4933949595577,350.14801848786726,0.27227684174795275
1287,1381.4933949595577,350.09801848786725,0.27202643239150526
1288,1381.4933949595577,350.04801848786724,0.27177641186946216
1289,1381.4933949595577,349.9980184878673,0.2715267792768559
1290,1381.4933949595577,349.9480184878673,0.271277533711525
1291,1381.4933949595577,349.89801848786726,0.2710286742741032
1292,1381.4933949595577,349.84801848786725,0.2707802000680087
1293,1381.4933949595577,349.79801848786724,0.2705321101994333
1294,1381.4933949595577,349.7480184878673,0.27028440377733176
1295,1426.448892914025,363.1846678742075,0.280451480983944
1296,1426.448892914025,363.1346678742075,0.2801965029893576
1297,1426.448892914025,363.08466787420747,0.27994191817595027
1298,1426.448892914025,363.03466787420746,0.2796877256349826
1299,1426.448892914025,362.9846678742075,0.27943392446051385
1300,1426.448892914025,362.9346678742075,0.2791805137493904
1301,1426.448892914025,362.8846678742075,0.27892749260123556
1302,1426.448892914025,362.83466787420747,0.2786748601184389
1303,1426.448892914025,362.78466787420746,0.2784226154061454
1304,1426.448892914025,362.7346678742075,0.278170757572245
1305,1426.448892914025,362.6846678742075,0.2779192857273621
1306,1426.448892914025,362.6346678742075,0.2776681989848449
1307,1426.448892914025,362.58466787420747,0.27741749646075553
1308,1426.448892914025,362.53466787420746,0.2771671772738589
1309,1426.448892914025,362.4846678742075,0.27691724054561306
1310,1426.448892914025,362.4346678742075,0.2766676854001584
1311,1426.448892914025,362.3846678742075,0.27641851096430775
1312,1426.448892914025,362.33466787420747,0.2761697163675362
1313,1426.448892914025,362.28466787420746,0.27592130074197063
1314,1426.448892914025,362.2346678742075,0.2756732632223801
1315,1426.448892914025,362.1846678742075,0.2754256029461654
1316,1426.448892914025,362.1346678742075,0.27517831905334916
1317,1426.448892914025,362.08466787420747,0.274931410686566
1318,1426.448892914025,362.03466787420746,0.2746848769910527
1319,1426.448892914025,361.9846678742075,0.27443871711463796
1320,1426.448892914025,361.9346678742075,0.27419293020773294
1321,1426.448892914025,361.8846678742075,0.27394751542332135
1322,1426.448892914025,361.83466787420747,0.2737024719169497
1323,1426.448892914025,361.78466787420746,0.27345779884671767
1324,1426.448892914025,361.7346678742075,0.2732134953732685
1325,1426.448892914025,361.6846678742075,0.27296956065977923
1326,1426.448892914025,361.6346678742075,0.27272599387195134
1327,1426.448892914025,361.58466787420747,0.2724827941780011
1328,1426.448892914025,361.53466787420746,0.2722399607486502
1329,1426.448892914025,361.4846678742075,0.27199749275711627
1330,1426.448892914025,361.4346678742075,0.2717553893791034
1331,1426.448892914025,361.3846678742075,0.271513649792793
1332,1426.448892914025,361.33466787420747,0.27127227317883446
1333,1426.448892914025,361.28466787420746,0.2710312587203357
1334,1426.448892914025,361.2346678742075,0.2707906056028542
1335,1426.448892914025,361.1846678742075,0.27055031301438764
1336,1426.448892914025,361.1346678742075,0.2703103801453649
1337,1426.448892914025,361.08466787420747,0.2700708061886368
1338,1426.448892914025,361.03466787420746,0.26983159033946746
1339,1426.448892914025,360.9846678742075,0.2695927317955246
1340,1426.448892914025,360.9346678742075,0.2693542297568713
1341,1426.448892914025,360.8846678742075,0.2691160834259564
1342,1426.448892914025,360.83466787420747,0.26887829200760616
1343,1426.448892914025,360.78466787420746,0.2686408547090152
1344,1426.448892914025,360.7346678742075,0.2684037707397377
1345,1426.448892914025,360.6846678742075,0.26816703931167846
1346,1426.448892914025,360.6346678742075,0.2679306596390843
1347,1426.448892914025,360.58466787420747,0.2676946309385356
1348,1426.448892914025,360.53466787420746,0.2674589524289373
1349,1426.448892914025,360.4846678742075,0.2672236233315104
1350,1426.448892914025,360.4346678742075,0.26698864286978335
1351,1426.448892914025,360.3846678742075,0.2667540102695836
1352,1426.448892914025,360.33466787420747,0.2665197247590292
1353,1426.448892914025,360.28466787420746,0.26628578556851995
1354,1426.448892914025,360.2346678742075,0.2660521919307293
1355,1426.448892914025,360.1846678742075,0.26581894308059595
1356,1426.448892914025,360.1346678742075,0.26558603825531524
1357,1426.448892914025,360.08466787420747,0.26535347669433124
1358,1426.448892914025,360.03466787420746,0.26512125763932803
1359,1426.448892914025,359.9846678742075,0.2648893803342219
1360,1426.448892914025,359.9346678742075,0.2646578440251526
1361,1426.448892914025,359.8846678742075,0.2644266479604757
1362,1426.448892914025,359.83466787420747,0.2641957913907544
1363,1426.448892914025,359.78466787420746,0.2639652735687509
1364,1426.448892914025,359.7346678742075,0.263735093749419
1365,1426.448892914025,359.6846678742075,0.2635052511898956
1366,1426.448892914025,359.6346678742075,0.26327574514949303
1367,1426.448892914025,359.58466787420747,0.2630465748896909
1368,1426.448892914025,359.53466787420746,0.26281773967412825
1369,1426.448892914025,359.4846678742075,0.2625892387685957
1370,1426.448892914025,359.4346678742075,0.2623610714410274
1371,1426.448892914025,359.3846678742075,0.26213323696149343
1372,1426.448892914025,359.33466787420747,0.261905734602192
1373,1426.448892914025,359.28466787420746,0.2616785636374417
1374,1426.448892914025,359.2346678742075,0.26145172334367356
1375,1426.448892914025,359.1846678742075,0.26122521299942364
1376,1426.448892914025,359.1346678742075,0.2609990318853252
1377,1426.448892914025,359.08466787420747,0.26077317928410126
1378,1426.448892914025,359.03466787420746,0.26054765448055694
1379,1426.448892914025,358.9846678742075,0.2603224567615718
1380,1426.448892914025,358.9346678742075,0.2600975854160924
1381,1426.448892914025,358.8846678742075,0.2598730397351249
1382,1426.448892914025,358.83466787420747,0.25964881901172754
1383,1426.448892914025,358.78466787420746,0.25942492254100324
1384,1426.448892914025,358.7346678742075,0.2592013496200921
1385,1426.448892914025,358.6846678742075,0.25897809954816425
1386,1426.448892914025,358.6346678742075,0.2587551716264123
1387,1426.448892914025,358.58466787420747,0.2585325651580443
1388,1426.448892914025,358.53466787420746,0.2583102794482763
1389,1426.448892914025,358.4846678742075,0.25808831380432506
1390,1426.448892914025,358.4346678742075,0.25786666753540105
1391,1426.448892914025,358.3846678742075,0.2576453399527013
1392,1426.448892914025,358.33466787420747,0.25742433036940193
1393,1426.448892914025,358.28466787420746,0.25720363810065144
1394,1426.448892914025,358.2346678742075,0.2569832624635635
1395,1426.448892914025,358.1846678742075,0.25676320277720965
1396,1426.448892914025,358.1346678742075,0.25654345836261283
1397,1426.448892914025,358.08466787420747,0.2563240285427398
1398,1426.448892914025,358.03466787420746,0.25610491264249463
1399,1426.448892914025,357.9846678742075,0.2558861099887116
1400,1426.448892914025,357.9346678742075,0.2556676199101482
1401,1426.448892914025,357.8846678742075,0.2554494417374786
1402,1426.448892914025,357.83466787420747,0.25523157480328634
1403,1426.448892914025,357.78466787420746,0.25501401844205807
1404,1426.448892914025,357.7346678742075,0.2547967719901763
1405,1426.448892914025,357.6846678742075,0.2545798347859128
1406,1426.448892914025,357.6346678742075,0.2543632061694221
1407,1426.448892914025,357.58466787420747,0.2541468854827345
1408,1426.448892914025,357.53466787420746,0.2539308720697496
1409,1426.448892914025,357.4846678742075,0.2537151652762296
1410,1426.448892914025,357.4346678742075,0.25349976444979255
1411,1426.448892914025,357.3846678742075,0.2532846689399061
1412,1426.448892914025,357.33466787420747,0.2530698780978806
1413,1426.448892914025,357.28466787420746,0.252855391276863
1414,1426.448892914025,357.2346678742075,0.2526412078318299
1415,1426.448892914025,357.1846678742075,0.25242732711958127
1416,1426.448892914025,357.1346678742075,0.25221374849873407
1417,1426.448892914025,357.08466787420747,0.2520004713297159
1418,1426.448892914025,357.03466787420746,0.25178749497475844
1419,1426.448892914025,356.9846678742075,0.2515748187978911
1420,1426.448892914025,356.9346678742075,0.25136244216493486
1421,1426.448892914025,356.8846678742075,0.25115036444349575
1422,1426.448892914025,356.83466787420747,0.25093858500295885
1423,1426.448892914025,356.78466787420746,0.2507271032144817
1424,1426.448892914025,356.7346678742075,0.2505159184509884
1425,1426.448892914025,356.6846678742075,0.25030503008716315
1426,1426.448892914025,356.6346678742075,0.2500944374994442
1427,1426.448892914025,356.58466787420747,0.24988414006601783
1428,1426.448892914025,356.53466787420746,0.24967413716681194
1429,1426.448892914025,356.4846678742075,0.2494644281834902
1430,1426.448892914025,356.4346678742075,0.2492550124994458
1431,1426.448892914025,356.3846678742075,0.2490458894997956
1432,1426.448892914025,356.33466787420747,0.24883705857137392
1433,1426.448892914025,356.28466787420746,0.24862851910272676
1434,1426.448892914025,356.2346678742075,0.24842027048410564
1435,1426.448892914025,356.1846678742075,0.24821231210746167
1436,1426.448892914025,356.1346678742075,0.24800464336643974
1437,1426.448892914025,356.08466787420747,0.24779726365637264
1438,1426.448892914025,356.03466787420746,0.247590172374275
1439,1426.448892914025,355.9846678742075,0.24738336891883775
1440,1426.448892914025,355.9346678742075,0.24717685269042186
1441,1426.448892914025,355.8846678742075,0.24697062309105308
1442,1426.448892914025,355.83466787420747,0.24676467952441572
1443,1426.448892914025,355.78466787420746,0.24655902139584715
1444,1426.448892914025,355.7346678742075,0.24635364811233207
1445,1426.448892914025,355.6846678742075,0.24614855908249653
1446,1426.448892914025,355.6346678742075,0.24594375371660268
1447,1426.448892914025,355.58466787420747,0.24573923142654283
1448,1426.448892914025,355.53466787420746,0.2455349916258339
1449,1426.448892914025,355.4846678742075,0.2453310337296118
1450,1426.448892914025,355.4346678742075,0.24512735715462586
1451,1426.448892914025,355.3846678742075,0.24492396131923327
1452,1426.448892914025,355.33466787420747,0.24472084564339358
1453,1426.448892914025,355.28466787420746,0.24451800954866307
1454,1426.448892914025,355.2346678742075,0.24431545245818947
1455,1426.448892914025,355.1846678742075,0.2441131737967062
1456,1426.448892914025,355.1346678742075,0.24391117299052711
1457,1761.5839605259048,455.6251881577714,0.31271461095248554
1458,1761.5839605259048,455.57518815777144,0.31246583549915735
1459,1761.5839605259048,455.5251881577714,0.312217401067698
1460,1761.5839605259048,455.4751881577714,0.3119693069573777
1461,1761.5839605259048,455.4251881577714,0.31172155246938493
1462,1761.5839605259048,455.3751881577714,0.31147413690682035
1463,1761.5839605259048,455.32518815777144,0.31122705957469
1464,1761.5839605259048,455.2751881577714,0.31098031977989854
1465,1761.5839605259048,455.2251881577714,0.3107339168312433
1466,1761.5839605259048,455.1751881577714,0.3104878500394075
1467,1761.5839605259048,455.1251881577714,0.3102421187169539
1468,1761.5839605259048,455.07518815777144,0.3099967221783184
1469,1761.5839605259048,455.0251881577714,0.30975165973980356
1470,1761.5839605259048,454.9751881577714,0.3095069307195724
1471,1761.5839605259048,454.9251881577714,0.309262534437642
1472,1761.5839605259048,454.8751881577714,0.3090184702158773
1473,1761.5839605259048,454.82518815777144,0.30877473737798466
1474,1761.5839605259048,454.7751881577714,0.3085313352495057
1475,1761.5839605259048,454.7251881577714,0.3082882631578111
1476,1761.5839605259048,454.6751881577714,0.30804552043209443
1477,1761.5839605259048,454.6251881577714,0.3078031064033659
1478,1761.5839605259048,454.57518815777144,0.30756102040444616
1479,1761.5839605259048,454.5251881577714,0.3073192617699604
1480,1761.5839605259048,454.4751881577714,0.30707782983633203
1481,1761.5839605259048,454.4251881577714,0.3068367239417768
1482,1761.5839605259048,454.3751881577714,0.3065959434262965
1483,1761.5839605259048,454.32518815777144,0.30635548763167325
1484,1671.4957197098338,427.2487159129501,0.2879034473806941
1485,1671.4957197098338,427.1987159129501,0.28767590297168355
1486,1671.4957197098338,427.1487159129501,0.28744866481355996
1487,1671.4957197098338,427.09871591295007,0.28722173228846676
1488,1671.4957197098338,427.0487159129501,0.2869951047802084
1489,1671.4957197098338,426.9987159129501,0.2867687816742445
1490,1671.4957197098338,426.9487159129501,0.2865427623576846
1491,1671.4957197098338,426.8987159129501,0.2863170462192824
1492,1671.4957197098338,426.84871591295007,0.2860916326494303
1493,1671.4957197098338,426.7987159129501,0.28586652104015414
1494,1671.4957197098338,426.7487159129501,0.28564171078510714
1495,1671.4957197098338,426.6987159129501,0.28541720127956527
1496,1671.4957197098338,426.6487159129501,0.2851929919204212
1497,1671.4957197098338,426.59871591295007,0.28496908210617905
1498,1671.4957197098338,426.5487159129501,0.2847454712369493
1499,1671.4957197098338,426.4987159129501,0.28452215871444303
1500,1671.4957197098338,426.4487159129501,0.2842991439419667
1501,1671.4957197098338,426.3987159129501,0.2840764263244171
1502,1671.4957197098338,426.34871591295007,0.2838540052682757
1503,1671.4957197098338,426.2987159129501,0.2836318801816035
1504,1671.4957197098338,426.2487159129501,0.28341005047403595
1505,1671.4957197098338,426.1987159129501,0.2831885155567775
1506,1671.4957197098338,426.1487159129501,0.2829672748425963
1507,1671.4957197098338,426.09871591295007,0.28274632774581954
1508,1671.4957197098338,426.0487159129501,0.28252567368232767
1509,1671.4957197098338,425.9987159129501,0.28230531206954945
1510,1671.4957197098338,425.9487159129501,0.28208524232645704
1511,1671.4957197098338,425.8987159129501,0.2818654638735606
1512,1671.4957197098338,425.84871591295007,0.2816459761329035
1513,1671.4957197098338,425.7987159129501,0.2814267785280569
1514,1671.4957197098338,425.7487159129501,0.281207870484115
1515,1671.4957197098338,425.6987159129501,0.2809892514276898
1516,1671.4957197098338,425.6487159129501,0.2807709207869064
1517,1671.4957197098338,425.59871591295007,0.28055287799139755
1518,1671.4957197098338,425.5487159129501,0.28033512247229914
1519,1671.4957197098338,425.4987159129501,0.28011765366224495
1520,1671.4957197098338,425.4487159129501,0.2799004709953619
1521,1671.4957197098338,425.3987159129501,0.279683573907265
1522,1671.4957197098338,425.34871591295007,0.2794669618350526
1523,1671.4957197098338,425.2987159129501,0.27925063421730145
1524,1671.4957197098338,425.2487159129501,0.27903459049406176
1525,1671.4957197098338,425.1987159129501,0.27881883010685254
1526,1671.4957197098338,425.1487159129501,0.2786033524986567
1527,1671.4957197098338,425.09871591295007,0.27838815711391623
1528,1671.4957197098338,425.0487159129501,0.27817324339852756
1529,1671.4957197098338,424.9987159129501,0.2779586107998366
1530,1671.4957197098338,424.9487159129501,0.27774425876663406
1531,1671.4957197098338,424.8987159129501,0.2775301867491509
1532,1671.4957197098338,424.84871591295007,0.2773163941990536
1533,1671.4957197098338,424.7987159129501,0.2771028805694391
1534,1671.4957197098338,424.7487159129501,0.27688964531483057
1535,1671.4957197098338,424.6987159129501,0.2766766878911727
1536,1671.4957197098338,424.6487159129501,0.27646400775582686
1537,1671.4957197098338,424.59871591295007,0.27625160436756674
1538,1671.4957197098338,424.5487159129501,0.27603947718657357
1539,1671.4957197098338,424.4987159129501,0.27582762567443153
1540,1671.4957197098338,424.4487159129501,0.2756160492941234
1541,1671.4957197098338,424.3987159129501,0.275404747510026
1542,1671.4957197098338,424.34871591295007,0.27519371978790536
1543,1671.4957197098338,424.2987159129501,0.2749829655949126
1544,1671.4957197098338,424.2487159129501,0.2747724843995791
1545,1671.4957197098338,424.1987159129501,0.27456227567181235
1546,1671.4957197098338,424.1487159129501,0.2743523388828914
1547,1671.4957197098338,424.09871591295007,0.27414267350546223
1548,1671.4957197098338,424.0487159129501,0.27393327901353365
1549,1671.4957197098338,423.9987159129501,0.27372415488247265
1550,1671.4957197098338,423.9487159129501,0.27351530058900003
1551,1671.4957197098338,423.8987159129501,0.27330671561118636
1552,1671.4957197098338,423.84871591295007,0.2730983994284472
1553,1671.4957197098338,423.7987159129501,0.272890351521539
1554,1671.4957197098338,423.7487159129501,0.27268257137255475
1555,1671.4957197098338,423.6987159129501,0.27247505846491965
1556,1671.4957197098338,423.6487159129501,0.2722678122833869
1557,1671.4957197098338,423.59871591295007,0.27206083231403344
1558,1671.4957197098338,423.5487159129501,0.2718541180442555
1559,1671.4957197098338,423.4987159129501,0.27164766896276465
1560,1671.4957197098338,423.4487159129501,0.2714414845595834
1561,1671.4957197098338,423.3987159129501,0.27123556432604107
1562,1671.4957197098338,423.34871591295007,0.2710299077547696
1563,1671.4957197098338,423.2987159129501,0.2708245143396994
1564,1671.4957197098338,423.2487159129501,0.27061938357605503
1565,1671.4957197098338,423.1987159129501,0.2704145149603515
1566,1671.4957197098338,423.1487159129501,0.2702099079903896
1567,1671.4957197098338,423.09871591295007,0.2700055621652521
1568,1671.4957197098338,423.0487159129501,0.2698014769852998
1569,1671.4957197098338,422.9987159129501,0.26959765195216706
1570,1671.4957197098338,422.9487159129501,0.269394086568758
1571,1671.4957197098338,422.8987159129501,0.2691907803392426
1572,1671.4957197098338,422.84871591295007,0.2689877327690522
1573,1671.4957197098338,422.7987159129501,0.2687849433648761
1574,1671.4957197098338,422.7487159129501,0.268582411634657
1575,1671.4957197098338,422.6987159129501,0.26838013708758734
1576,1671.4957197098338,422.6487159129501,0.2681781192341054
1577,1671.4957197098338,422.59871591295007,0.267976357585891
1578,1671.4957197098338,422.5487159129501,0.2677748516558619
1579,1671.4957197098338,422.4987159129501,0.2675736009581698
1580,1671.4957197098338,422.4487159129501,0.26737260500819626
1581,1671.4957197098338,422.3987159129501,0.26717186332254905
